"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre.Móvil","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","Value"
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","_T","Ambos sexos",57.8097453515815
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","M","Hombres",69.7969024153312
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","F","Mujeres",46.4010231407848
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",57.5427497979293
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL15","Región de Arica y Parinacota","M","Hombres",67.4115849894232
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL15","Región de Arica y Parinacota","F","Mujeres",47.9840125018555
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL01","Región de Tarapacá","_T","Ambos sexos",61.7094095009751
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL01","Región de Tarapacá","M","Hombres",72.6460061327815
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL01","Región de Tarapacá","F","Mujeres",50.4923445786473
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL02","Región de Antofagasta","_T","Ambos sexos",58.6073736032897
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL02","Región de Antofagasta","M","Hombres",75.0005795326941
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL02","Región de Antofagasta","F","Mujeres",41.7815493756142
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL03","Región de Atacama","_T","Ambos sexos",60.1290699662858
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL03","Región de Atacama","M","Hombres",73.0631669762488
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL03","Región de Atacama","F","Mujeres",46.9291050188279
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL04","Región de Coquimbo","_T","Ambos sexos",55.2277274889848
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL04","Región de Coquimbo","M","Hombres",67.7147755263676
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL04","Región de Coquimbo","F","Mujeres",43.423689181734
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL05","Región de Valparaíso","_T","Ambos sexos",55.5644311904774
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL05","Región de Valparaíso","M","Hombres",67.2048072960274
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL05","Región de Valparaíso","F","Mujeres",44.6827022645733
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",60.6045960525131
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL13","Región Metropolitana de Santiago","M","Hombres",70.9459512495345
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL13","Región Metropolitana de Santiago","F","Mujeres",50.8891913658746
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",57.6750295105725
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",71.5576304081456
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",43.9366059835441
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL07","Región del Maule","_T","Ambos sexos",53.5051912062486
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL07","Región del Maule","M","Hombres",67.7418950411813
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL07","Región del Maule","F","Mujeres",39.8931384213802
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL16","Región de Ñuble","_T","Ambos sexos",52.2495112912906
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL16","Región de Ñuble","M","Hombres",65.5248645214558
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL16","Región de Ñuble","F","Mujeres",39.867811724434
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL08","Región del Biobío","_T","Ambos sexos",49.9764656368212
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL08","Región del Biobío","M","Hombres",62.7145264845513
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL08","Región del Biobío","F","Mujeres",38.0672354134016
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL09","Región de La Araucanía","_T","Ambos sexos",57.6254119594351
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL09","Región de La Araucanía","M","Hombres",70.7195664836329
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL09","Región de La Araucanía","F","Mujeres",45.2949983709339
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL14","Región de Los Ríos","_T","Ambos sexos",56.9324489107889
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL14","Región de Los Ríos","M","Hombres",70.8414110222291
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL14","Región de Los Ríos","F","Mujeres",43.6185457492417
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL10","Región de Los Lagos","_T","Ambos sexos",61.3754121691286
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL10","Región de Los Lagos","M","Hombres",75.575581732849
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL10","Región de Los Lagos","F","Mujeres",47.4386919825932
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",66.6445688448249
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",75.2015217112969
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",57.7478536270895
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",59.0516382442231
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",73.8282414092151
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",43.7647734086761
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","_T","Ambos sexos",58.33258692198
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","M","Hombres",70.4289589320764
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","F","Mujeres",46.8196507053466
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",57.6191271344447
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL15","Región de Arica y Parinacota","M","Hombres",67.7773992034095
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL15","Región de Arica y Parinacota","F","Mujeres",47.7777397843723
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL01","Región de Tarapacá","_T","Ambos sexos",61.3461362068498
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL01","Región de Tarapacá","M","Hombres",72.4359951824777
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL01","Región de Tarapacá","F","Mujeres",49.9763821512619
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL02","Región de Antofagasta","_T","Ambos sexos",57.4521212928315
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL02","Región de Antofagasta","M","Hombres",73.8316963405751
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL02","Región de Antofagasta","F","Mujeres",40.6448304246976
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL03","Región de Atacama","_T","Ambos sexos",60.6394572637113
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL03","Región de Atacama","M","Hombres",73.4430426803668
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL03","Región de Atacama","F","Mujeres",47.5736560745512
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL04","Región de Coquimbo","_T","Ambos sexos",55.3399194244614
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL04","Región de Coquimbo","M","Hombres",67.9110469877564
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL04","Región de Coquimbo","F","Mujeres",43.4567635987854
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL05","Región de Valparaíso","_T","Ambos sexos",56.2002654025729
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL05","Región de Valparaíso","M","Hombres",67.5057720439556
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL05","Región de Valparaíso","F","Mujeres",45.6315765600796
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",61.0101947785779
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL13","Región Metropolitana de Santiago","M","Hombres",71.4465939314101
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL13","Región Metropolitana de Santiago","F","Mujeres",51.2035714831875
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",58.8836961301074
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",73.1220530148039
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",44.7932143600786
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL07","Región del Maule","_T","Ambos sexos",55.6570896508261
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL07","Región del Maule","M","Hombres",69.8458102247092
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL07","Región del Maule","F","Mujeres",42.0936614264347
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL16","Región de Ñuble","_T","Ambos sexos",52.9028149687866
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL16","Región de Ñuble","M","Hombres",67.0062066486557
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL16","Región de Ñuble","F","Mujeres",39.7512712358557
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL08","Región del Biobío","_T","Ambos sexos",49.869593312689
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL08","Región del Biobío","M","Hombres",62.5463572045456
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL08","Región del Biobío","F","Mujeres",38.0186668281386
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL09","Región de La Araucanía","_T","Ambos sexos",58.6391388670584
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL09","Región de La Araucanía","M","Hombres",72.8097324780293
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL09","Región de La Araucanía","F","Mujeres",45.2975333731156
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL14","Región de Los Ríos","_T","Ambos sexos",57.8860393502265
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL14","Región de Los Ríos","M","Hombres",71.6542058396941
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL14","Región de Los Ríos","F","Mujeres",44.708488568177
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL10","Región de Los Lagos","_T","Ambos sexos",62.5800275189452
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL10","Región de Los Lagos","M","Hombres",77.0793436685395
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL10","Región de Los Lagos","F","Mujeres",48.3517702521876
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",66.4015687740026
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",74.5622217993215
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",57.9165963179927
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",58.0919884194701
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",72.7671825991142
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",42.9121654285326
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","_T","Ambos sexos",58.4220132431227
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","M","Hombres",70.7591240769626
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","F","Mujeres",46.6796219579274
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",56.8415793578275
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL15","Región de Arica y Parinacota","M","Hombres",66.3333483961095
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL15","Región de Arica y Parinacota","F","Mujeres",47.6437422071497
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL01","Región de Tarapacá","_T","Ambos sexos",61.3668109115671
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL01","Región de Tarapacá","M","Hombres",72.7341829225335
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL01","Región de Tarapacá","F","Mujeres",49.7134986165264
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL02","Región de Antofagasta","_T","Ambos sexos",56.8345571762722
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL02","Región de Antofagasta","M","Hombres",72.7452254856146
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL02","Región de Antofagasta","F","Mujeres",40.5121330418442
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL03","Región de Atacama","_T","Ambos sexos",59.3346983086346
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL03","Región de Atacama","M","Hombres",72.2255822497534
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL03","Región de Atacama","F","Mujeres",46.180893335932
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL04","Región de Coquimbo","_T","Ambos sexos",56.1970795716377
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL04","Región de Coquimbo","M","Hombres",69.1242926939442
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL04","Región de Coquimbo","F","Mujeres",43.9787741059794
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL05","Región de Valparaíso","_T","Ambos sexos",56.6855920852613
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL05","Región de Valparaíso","M","Hombres",68.7025208686796
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL05","Región de Valparaíso","F","Mujeres",45.4517447877667
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",60.7283690814233
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL13","Región Metropolitana de Santiago","M","Hombres",71.5815608316561
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL13","Región Metropolitana de Santiago","F","Mujeres",50.5281737435002
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",58.7455238298535
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",72.9859408611117
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",44.6519973192023
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL07","Región del Maule","_T","Ambos sexos",57.7657960400724
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL07","Región del Maule","M","Hombres",71.7256725409725
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL07","Región del Maule","F","Mujeres",44.4230367297827
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL16","Región de Ñuble","_T","Ambos sexos",53.5162342146276
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL16","Región de Ñuble","M","Hombres",66.9341869946811
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL16","Región de Ñuble","F","Mujeres",41.0086995441302
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL08","Región del Biobío","_T","Ambos sexos",50.0588031839715
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL08","Región del Biobío","M","Hombres",63.1255628758634
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL08","Región del Biobío","F","Mujeres",37.8448184713813
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL09","Región de La Araucanía","_T","Ambos sexos",58.3600200309203
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL09","Región de La Araucanía","M","Hombres",72.2926123090116
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL09","Región de La Araucanía","F","Mujeres",45.2436148916897
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL14","Región de Los Ríos","_T","Ambos sexos",59.045905960239
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL14","Región de Los Ríos","M","Hombres",73.1901493834189
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL14","Región de Los Ríos","F","Mujeres",45.5122847280136
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL10","Región de Los Lagos","_T","Ambos sexos",62.5836549195347
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL10","Región de Los Lagos","M","Hombres",77.0213908014481
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL10","Región de Los Lagos","F","Mujeres",48.4163461561403
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",66.8303192546915
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",75.021567776577
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",58.3173129151609
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",58.4577786153142
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",73.856141783723
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",42.5285355624983
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","_T","Total país","_T","Ambos sexos",58.5832406174247
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","_T","Total país","M","Hombres",70.9501903551733
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","_T","Total país","F","Mujeres",46.8118054294194
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",56.3115231950491
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL15","Región de Arica y Parinacota","M","Hombres",66.6215663358216
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL15","Región de Arica y Parinacota","F","Mujeres",46.3190792245925
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL01","Región de Tarapacá","_T","Ambos sexos",61.642189685617
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL01","Región de Tarapacá","M","Hombres",73.2939644189387
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL01","Región de Tarapacá","F","Mujeres",49.7018989227793
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL02","Región de Antofagasta","_T","Ambos sexos",56.7763875435519
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL02","Región de Antofagasta","M","Hombres",73.1015621805335
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL02","Región de Antofagasta","F","Mujeres",40.0321103187723
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL03","Región de Atacama","_T","Ambos sexos",58.6862464101145
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL03","Región de Atacama","M","Hombres",71.2332536435131
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL03","Región de Atacama","F","Mujeres",45.8822339794546
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL04","Región de Coquimbo","_T","Ambos sexos",56.5506399851663
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL04","Región de Coquimbo","M","Hombres",69.4793924722356
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","CHL04","Región de Coquimbo","F","Mujeres",44.3313607283552
